#Query	BLAST hit 1
ENSEBLP00005007605.1	CG4119-PB 
ENSEBLP00005000935.1	Cbp53E-PB 
ENSEBLP00005000949.1	Cbp53E-PB 
ENSEBLP00005000952.1	Cbp53E-PB 
ENSEBLP00005000999.1	bif-PE 
ENSEBLP00005001057.1	hep-PD 
ENSEBLP00005001066.1	hep-PF 
ENSEBLP00005001076.1	hep-PD 
ENSEBLP00005001081.1	hep-PD 
ENSEBLP00005001098.1	CG3719-PA 
ENSEBLP00005001129.1	zetaTry-PA 
ENSEBLP00005001186.1	CG3655-PC 
ENSEBLP00005006338.1	NO66-PC 
ENSEBLP00005006344.1	NO66-PC 
ENSEBLP00005006451.1	mei-9-PB 
ENSEBLP00005006462.1	mei-9-PB 
ENSEBLP00005006470.1	mei-9-PB 
ENSEBLP00005006542.1	mino-PC 
ENSEBLP00005006549.1	mino-PB 
ENSEBLP00005019479.1	CG30350-PA 
ENSEBLP00005019482.1	CG30350-PA 
ENSEBLP00005019500.1	Arc1-PA 
ENSEBLP00005019534.1	Tollo-PA 
ENSEBLP00005019541.1	Tollo-PA 
ENSEBLP00005019554.1	Su(var)3-3-PC 
ENSEBLP00005019568.1	Su(var)3-3-PC 
ENSEBLP00005016211.1	Rph-PD 
ENSEBLP00005016217.1	Rph-PA 
ENSEBLP00005016222.1	Rph-PA 
ENSEBLP00005016228.1	Rph-PA 
ENSEBLP00005016234.1	Rph-PA 
ENSEBLP00005016245.1	CG15201-PA 
ENSEBLP00005016255.1	Aldh-PB 
ENSEBLP00005016272.1	CG15203-PB 
ENSEBLP00005016276.1	CG15203-PB 
ENSEBLP00005016293.1	Prosalpha7-PA 
ENSEBLP00005016345.1	vex-PA 
ENSEBLP00005016376.1	Ran-PD 
ENSEBLP00005016385.1	Ran-PD 
ENSEBLP00005016392.1	Ran-PD 
ENSEBLP00005016430.1	Tango5-PE 
ENSEBLP00005016453.1	CG3626-PA 
ENSEBLP00005016470.1	CG15202-PB 
ENSEBLP00005016493.1	CG1545-PB 
ENSEBLP00005016504.1	CG1545-PB 
ENSEBLP00005016516.1	CG1582-PB 
ENSEBLP00005016530.1	Surf6-PA 
ENSEBLP00005016546.1	SmydA-4-PA 
ENSEBLP00005016565.1	CG1537-PA 
ENSEBLP00005016572.1	CG1537-PA 
ENSEBLP00005016606.1	CG3198-PA 
ENSEBLP00005016611.1	CG3198-PA 
ENSEBLP00005016651.1	ssp7-PA 
ENSEBLP00005016674.1	ssp7-PA 
ENSEBLP00005016699.1	RhoGAP5A-PA 
ENSEBLP00005016704.1	RhoGAP5A-PA 
ENSEBLP00005016740.1	CG1552-PC 
ENSEBLP00005016754.1	CG1552-PC 
ENSEBLP00005016774.1	CG4709-PB 
ENSEBLP00005016794.1	CG15202-PB 
ENSEBLP00005016807.1	CG15202-PB 
ENSEBLP00005016843.1	Ctr1A-PD 
ENSEBLP00005016851.1	Ctr1A-PD 
ENSEBLP00005016855.1	Ctr1A-PD 
ENSEBLP00005007750.1	Antp-PJ 
ENSEBLP00005007759.1	Antp-PN 
ENSEBLP00005007765.1	Antp-PO 
ENSEBLP00005007805.1	ftz-PA 
ENSEBLP00005000391.1	capu-PF 
ENSEBLP00005000399.1	capu-PF 
ENSEBLP00005000410.1	capu-PI 
ENSEBLP00005000418.1	ed-PB 
ENSEBLP00005000466.1	ed-PC 
ENSEBLP00005000471.1	ed-PB 
ENSEBLP00005000483.1	ed-PC 
ENSEBLP00005000491.1	ed-PB 
ENSEBLP00005000495.1	ed-PB 
ENSEBLP00005001634.1	CG42402-PE 
ENSEBLP00005001642.1	CG42402-PC 
ENSEBLP00005012719.1	scrt-PB 
ENSEBLP00005012726.1	scrt-PB 
ENSEBLP00005012741.1	Cpr72Eb-PA 
ENSEBLP00005012793.1	Cpr72Eb-PA 
ENSEBLP00005012806.1	Cpr72Eb-PA 
ENSEBLP00005025828.1	CG33964-PA 
ENSEBLP00005025835.1	CG33964-PA 
ENSEBLP00005025869.1	prel-PB 
ENSEBLP00005025909.1	Cyp6g2-PA 
ENSEBLP00005025942.1	Ilp1-PA 
ENSEBLP00005001750.1	CG34408-PH 
ENSEBLP00005001760.1	CG34408-PA 
ENSEBLP00005001790.1	CG34408-PC 
ENSEBLP00005001823.1	CG43058-PA 
ENSEBLP00005001827.1	dgrn-PD 
ENSEBLP00005001848.1	ft-PA 
ENSEBLP00005001923.1	ft-PA 
ENSEBLP00005001931.1	ft-PA 
ENSEBLP00005003705.1	Ror-PA 
ENSEBLP00005003708.1	Ror-PA 
ENSEBLP00005003729.1	CG12024-PB 
ENSEBLP00005003747.1	Prosalpha6-PA 
ENSEBLP00005003751.1	Prosalpha6-PA 
ENSEBLP00005003773.1	CG5958-PA 
ENSEBLP00005003776.1	CG5958-PA 
ENSEBLP00005003777.1	senju-PA 
ENSEBLP00005003779.1	CG5958-PA 
ENSEBLP00005003780.1	CG5958-PA 
ENSEBLP00005003785.1	CG5958-PA 
ENSEBLP00005003812.1	Npc1a-PD 
ENSEBLP00005003817.1	Npc1a-PD 
ENSEBLP00005003823.1	Npc1a-PD 
ENSEBLP00005003827.1	Npc1a-PD 
ENSEBLP00005003831.1	Npc1a-PD 
ENSEBLP00005003841.1	Bcs1-PA 
ENSEBLP00005003917.1	qtc-PJ 
ENSEBLP00005003923.1	qtc-PJ 
ENSEBLP00005003929.1	qtc-PJ 
ENSEBLP00005003934.1	qtc-PJ 
ENSEBLP00005003944.1	qtc-PJ 
ENSEBLP00005003947.1	qtc-PM 
ENSEBLP00005003953.1	qtc-PJ 
ENSEBLP00005004008.1	Rpn11-PA 
ENSEBLP00005015268.1	Iris-PA 
ENSEBLP00005015300.1	Mau2-PA 
ENSEBLP00005015306.1	Mau2-PA 
ENSEBLP00005015344.1	Kr-h2-PC 
ENSEBLP00005015350.1	Kr-h2-PC 
ENSEBLP00005015353.1	Kr-h2-PC 
ENSEBLP00005015357.1	Kr-h2-PC 
ENSEBLP00005015376.1	RpL24-PC 
ENSEBLP00005015490.1	crol-PI 
ENSEBLP00005015496.1	CG12299-PA 
ENSEBLP00005015544.1	CG6654-PA 
ENSEBLP00005015559.1	CG6654-PA 
ENSEBLP00005015621.1	CG10209-PA 
ENSEBLP00005015652.1	CG9044-PB 
ENSEBLP00005015658.1	CG9044-PC 
ENSEBLP00005015668.1	CG9044-PB 
ENSEBLP00005015707.1	CG7963-PB 
ENSEBLP00005015712.1	CG7963-PB 
ENSEBLP00005015717.1	CG7963-PB 
ENSEBLP00005015724.1	CG2202-PA 
ENSEBLP00005015733.1	CG7963-PB 
ENSEBLP00005027507.1	COX4-PD 
ENSEBLP00005027562.1	Gfrl-PM 
ENSEBLP00005027567.1	Gfrl-PF 
ENSEBLP00005027572.1	Gfrl-PM 
ENSEBLP00005027579.1	Gfrl-PF 
ENSEBLP00005027588.1	Gfrl-PF 
ENSEBLP00005027630.1	Ir92a-PC 
ENSEBLP00005027640.1	Ir92a-PC 
ENSEBLP00005027650.1	Ir92a-PC 
ENSEBLP00005027682.1	Orp8-PL 
ENSEBLP00005027690.1	Orp8-PG 
ENSEBLP00005027700.1	Orp8-PM 
ENSEBLP00005027706.1	Orp8-PM 
ENSEBLP00005027739.1	Sirt2-PD 
ENSEBLP00005027745.1	Sirt2-PD 
ENSEBLP00005027755.1	I-2-PB 
ENSEBLP00005001413.1	CG34354-PD 
ENSEBLP00005001420.1	CG34354-PG 
ENSEBLP00005001427.1	CG34354-PG 
ENSEBLP00005015693.1	Sox102F-PD 
ENSEBLP00005013164.1	Arc2-PA 
ENSEBLP00005013223.1	CG6216-PB 
ENSEBLP00005013233.1	CG6216-PB 
ENSEBLP00005013236.1	CG6216-PB 
ENSEBLP00005003847.1	luna-PC 
ENSEBLP00005012917.1	alpha4GT1-PA 
ENSEBLP00005012938.1	Prp40-PA 
ENSEBLP00005012943.1	Prp40-PA 
ENSEBLP00005012960.1	CG12795-PB 
ENSEBLP00005012976.1	Ugt37E1-PA 
ENSEBLP00005013013.1	CG17264-PB 
ENSEBLP00005013020.1	CG17264-PB 
ENSEBLP00005013030.1	CG17264-PB 
ENSEBLP00005013058.1	msl-2-PA 
ENSEBLP00005013062.1	msl-2-PA 
ENSEBLP00005013080.1	Sec5-PA 
ENSEBLP00005013104.1	Ccdc85-PA 
ENSEBLP00005013111.1	Ccdc85-PA 
ENSEBLP00005013125.1	CG15905-PC 
ENSEBLP00005013168.1	Tsp33B-PA 
ENSEBLP00005013189.1	CG3246-PA 
ENSEBLP00005013190.1	CG3246-PA 
ENSEBLP00005013222.1	l(2)gl-PJ 
ENSEBLP00005013225.1	l(2)gl-PJ 
ENSEBLP00005013229.1	l(2)gl-PJ 
ENSEBLP00005013250.1	Pvf3-PA 
ENSEBLP00005013277.1	Pvf3-PE 
ENSEBLP00005013286.1	Pvf3-PE 
ENSEBLP00005013295.1	Pvf3-PE 
ENSEBLP00005013348.1	Msp300-PB 
ENSEBLP00005013364.1	Msp300-PK 
ENSEBLP00005013443.1	Cog3-PA 
ENSEBLP00005013455.1	Cog3-PA 
ENSEBLP00005013479.1	kl-2-PD 
ENSEBLP00005013487.1	kl-2-PD 
ENSEBLP00005013525.1	Synd-PB 
ENSEBLP00005013536.1	Synd-PB 
ENSEBLP00005013545.1	Synd-PB 
ENSEBLP00005013552.1	Synd-PB 
ENSEBLP00005009307.1	CG4951-PB 
ENSEBLP00005009335.1	CG12964-PB 
ENSEBLP00005009339.1	CG12964-PB 
ENSEBLP00005009352.1	CG12964-PB 
ENSEBLP00005009463.1	Gr28b-PC 
ENSEBLP00005009490.1	Stacl-PH 
ENSEBLP00005009495.1	Stacl-PM 
ENSEBLP00005009501.1	Stacl-PE 
ENSEBLP00005009508.1	Stacl-PE 
ENSEBLP00005009527.1	Stacl-PE 
ENSEBLP00005009541.1	CG8180-PB 
ENSEBLP00005025683.1	norpA-PE 
ENSEBLP00005025694.1	norpA-PC 
ENSEBLP00005025703.1	norpA-PC 
ENSEBLP00005025713.1	norpA-PE 
ENSEBLP00005025720.1	norpA-PE 
ENSEBLP00005025725.1	norpA-PC 
ENSEBLP00005025731.1	norpA-PC 
ENSEBLP00005025742.1	norpA-PE 
ENSEBLP00005028394.1	CG15614-PA 
ENSEBLP00005028396.1	CG15614-PA 
ENSEBLP00005028401.1	CG15614-PA 
ENSEBLP00005028432.1	Orc6-PA 
ENSEBLP00005028456.1	Sting-PC 
ENSEBLP00005028462.1	Sting-PC 
ENSEBLP00005028490.1	Pkc53E-PD 
ENSEBLP00005028499.1	Pkc53E-PE 
ENSEBLP00005028512.1	Pkc53E-PF 
ENSEBLP00005028524.1	CG4269-PC 
ENSEBLP00005028572.1	CG4294-PC 
ENSEBLP00005028581.1	CG4294-PC 
ENSEBLP00005028589.1	CG4294-PC 
ENSEBLP00005028618.1	CG3687-PA 
ENSEBLP00005028625.1	CG3687-PA 
ENSEBLP00005028642.1	PRAS40-PA 
ENSEBLP00005028679.1	Nup37-PB 
ENSEBLP00005028711.1	wash-PB 
ENSEBLP00005028720.1	eIF3m-PB 
ENSEBLP00005013806.1	RpS27-PB 
ENSEBLP00005013834.1	CG17187-PA 
ENSEBLP00005013870.1	Arfip-PA 
ENSEBLP00005013875.1	Arfip-PA 
ENSEBLP00005013881.1	Arfip-PA 
ENSEBLP00005013894.1	Arfip-PA 
ENSEBLP00005013904.1	CG5013-PA 
ENSEBLP00005013934.1	spn-E-PA 
ENSEBLP00005013954.1	Dph3-PA 
ENSEBLP00005013989.1	CG4546-PA 
ENSEBLP00005014000.1	CG4546-PA 
ENSEBLP00005014015.1	Rfk-PB 
ENSEBLP00005014022.1	Rfk-PB 
ENSEBLP00005014039.1	Taf7-PB 
ENSEBLP00005014042.1	Taf7-PA 
ENSEBLP00005014106.1	cv-d-PA 
ENSEBLP00005014117.1	cv-d-PA 
ENSEBLP00005026705.1	shakB-PD 
ENSEBLP00005026715.1	shakB-PD 
ENSEBLP00005026776.1	shakB-PA 
ENSEBLP00005026782.1	shakB-PD 
ENSEBLP00005012622.1	loqs-PF 
ENSEBLP00005012631.1	loqs-PB 
ENSEBLP00005012636.1	loqs-PD 
ENSEBLP00005012664.1	vls-PA 
ENSEBLP00005012678.1	CG6565-PC 
ENSEBLP00005012808.1	Klp31E-PE 
ENSEBLP00005012818.1	Klp31E-PE 
ENSEBLP00005012828.1	Klp31E-PE 
ENSEBLP00005012853.1	Mdh2-PA 
ENSEBLP00005012877.1	lok-PA 
ENSEBLP00005012886.1	lok-PA 
ENSEBLP00005000916.1	beat-Ic-PC 
ENSEBLP00005000923.1	beat-Ic-PC 
ENSEBLP00005000927.1	beat-Ic-PC 
ENSEBLP00005000960.1	BicC-PA 
ENSEBLP00005000971.1	BicC-PA 
ENSEBLP00005000977.1	BicC-PA 
ENSEBLP00005000984.1	BicC-PA 
ENSEBLP00005012017.1	CG14331-PC 
ENSEBLP00005012024.1	CG14331-PC 
ENSEBLP00005012031.1	CG14331-PC 
ENSEBLP00005012038.1	CG14331-PC 
ENSEBLP00005012043.1	CG14331-PC 
ENSEBLP00005012047.1	CG14331-PC 
ENSEBLP00005012057.1	CG18731-PB 
ENSEBLP00005012071.1	CG17593-PB 
ENSEBLP00005012084.1	CG3604-PB 
ENSEBLP00005012105.1	AIF-PB 
ENSEBLP00005012109.1	AIF-PC 
ENSEBLP00005012133.1	CG18507-PA 
ENSEBLP00005012140.1	CG18507-PA 
ENSEBLP00005012147.1	CG18507-PD 
ENSEBLP00005012170.1	CG8851-PA 
ENSEBLP00005012175.1	CG8851-PA 
ENSEBLP00005012190.1	Spindly-PB 
ENSEBLP00005012215.1	CG8852-PA 
ENSEBLP00005012248.1	Tango1-PC 
ENSEBLP00005012259.1	Tango1-PC 
ENSEBLP00005012279.1	CG3604-PB 
ENSEBLP00005012286.1	CG3604-PB 
ENSEBLP00005012304.1	fz4-PA 
ENSEBLP00005012307.1	fz4-PA 
ENSEBLP00005012340.1	sob-PA 
ENSEBLP00005012347.1	sob-PA 
ENSEBLP00005012360.1	CG2816-PB 
ENSEBLP00005012385.1	cutlet-PA 
ENSEBLP00005012396.1	cutlet-PA 
ENSEBLP00005012408.1	cutlet-PA 
ENSEBLP00005012434.1	IFT57-PA 
ENSEBLP00005012442.1	IFT57-PA 
ENSEBLP00005012446.1	IFT57-PA 
ENSEBLP00005012461.1	CG3213-PA 
ENSEBLP00005012462.1	CG3213-PA 
ENSEBLP00005012473.1	CG15814-PC 
ENSEBLP00005012502.1	Megf8-PB 
ENSEBLP00005012513.1	Megf8-PB 
ENSEBLP00005028134.1	Fem-1-PA 
ENSEBLP00005028179.1	Lrt-PC 
ENSEBLP00005028190.1	Lrt-PC 
ENSEBLP00005028196.1	Lrt-PC 
ENSEBLP00005028203.1	Lrt-PC 
ENSEBLP00005028229.1	CG13437-PA 
ENSEBLP00005028277.1	CG16799-PB 
ENSEBLP00005028285.1	CG16799-PB 
ENSEBLP00005028290.1	CG16799-PB 
ENSEBLP00005028295.1	CG16799-PB 
ENSEBLP00005028298.1	CG16799-PB 
ENSEBLP00005028329.1	CG16799-PB 
ENSEBLP00005028337.1	CG16799-PB 
ENSEBLP00005028341.1	CG16799-PB 
ENSEBLP00005028347.1	CG16799-PB 
ENSEBLP00005028363.1	galla-1-PC 
ENSEBLP00005028370.1	galla-1-PC 
ENSEBLP00005028415.1	exu-PD 
ENSEBLP00005028427.1	exu-PD 
ENSEBLP00005028430.1	exu-PD 
ENSEBLP00005028449.1	CG11159-PA 
ENSEBLP00005028454.1	CG11159-PA 
ENSEBLP00005028465.1	CG11159-PA 
ENSEBLP00005028296.1	Det-PA 
ENSEBLP00005028310.1	CG34260-PC 
ENSEBLP00005028355.1	Dark-PB 
ENSEBLP00005028364.1	Dark-PB 
ENSEBLP00005028372.1	Dark-PB 
ENSEBLP00005028384.1	Dark-PB 
ENSEBLP00005028390.1	Dark-PB 
ENSEBLP00005028444.1	Sdic1-PC 
ENSEBLP00005028470.1	CCHa2-R-PC 
ENSEBLP00005028478.1	CCHa2-R-PC 
ENSEBLP00005028482.1	CCHa2-R-PC 
ENSEBLP00005028544.1	prom-PC 
ENSEBLP00005028552.1	prom-PD 
ENSEBLP00005028559.1	prom-PD 
ENSEBLP00005028576.1	PIG-Z-PA 
ENSEBLP00005007267.1	Tspo-PA 
ENSEBLP00005007276.1	Tspo-PA 
ENSEBLP00005007300.1	CG1986-PB 
ENSEBLP00005007306.1	CG1986-PB 
ENSEBLP00005007331.1	rempA-PB 
ENSEBLP00005007358.1	Mis12-PA 
ENSEBLP00005007362.1	Mis12-PA 
ENSEBLP00005007372.1	Nle-PA 
ENSEBLP00005007380.1	uncNacbeta-PD 
ENSEBLP00005007388.1	CG2794-PA 
ENSEBLP00005007408.1	Muc11A-PB 
ENSEBLP00005028043.1	Iris-PA 
ENSEBLP00005028049.1	Iris-PA 
ENSEBLP00005028086.1	CG13002-PA 
ENSEBLP00005028094.1	CG13002-PA 
ENSEBLP00005028129.1	boss-PA 
ENSEBLP00005028139.1	boss-PA 
ENSEBLP00005028148.1	boss-PA 
ENSEBLP00005028166.1	CG14540-PA 
ENSEBLP00005028172.1	CG14540-PA 
ENSEBLP00005004196.1	CG42260-PA 
ENSEBLP00005004246.1	Vps53-PA 
ENSEBLP00005004263.1	blw-PA 
ENSEBLP00005004282.1	CG9313-PB 
ENSEBLP00005004306.1	CG3216-PD 
ENSEBLP00005004319.1	CG3216-PC 
ENSEBLP00005004346.1	CG15651-PA 
ENSEBLP00005004385.1	CG18596-PA 
ENSEBLP00005004392.1	CG18596-PA 
ENSEBLP00005004399.1	CG18596-PA 
ENSEBLP00005019243.1	rgr-PA 
ENSEBLP00005019272.1	Phae1-PB 
ENSEBLP00005019279.1	Phae1-PB 
ENSEBLP00005019285.1	Phae1-PB 
ENSEBLP00005019309.1	Sym-PA 
ENSEBLP00005019355.1	CG7492-PA 
ENSEBLP00005019362.1	CG7492-PA 
ENSEBLP00005019366.1	CG7492-PA 
ENSEBLP00005019372.1	CG7492-PA 
ENSEBLP00005019378.1	CG7492-PA 
ENSEBLP00005019387.1	CG7492-PA 
ENSEBLP00005019395.1	CG7492-PA 
ENSEBLP00005019443.1	Pits-PC 
ENSEBLP00005019449.1	Pits-PC 
ENSEBLP00005019487.1	Phae1-PB 
ENSEBLP00005019495.1	CG7142-PA 
ENSEBLP00005018220.1	CG5823-PB 
ENSEBLP00005018228.1	CG5823-PB 
ENSEBLP00005018279.1	CG43861-PD 
ENSEBLP00005018289.1	CG43861-PD 
ENSEBLP00005018294.1	CG43861-PD 
ENSEBLP00005018353.1	eya-PA 
ENSEBLP00005018363.1	eya-PB 
ENSEBLP00005017486.1	Scr-PB 
ENSEBLP00005017493.1	Scr-PB 
ENSEBLP00005017572.1	Dfd-PA 
ENSEBLP00005017582.1	Dfd-PA 
ENSEBLP00005006529.1	ndl-PA 
ENSEBLP00005006570.1	RhoGEF3-PM 
ENSEBLP00005006623.1	RhoGEF3-PL 
ENSEBLP00005006632.1	RhoGEF3-PL 
ENSEBLP00005006636.1	RhoGEF3-PL 
ENSEBLP00005000028.1	euc-PB 
ENSEBLP00005000086.1	hmw-PA 
ENSEBLP00005000092.1	hmw-PA 
ENSEBLP00005000128.1	Arl8-PC 
ENSEBLP00005000137.1	Arl8-PC 
ENSEBLP00005000160.1	Nup43-PA 
ENSEBLP00005000170.1	Nup43-PA 
ENSEBLP00005000198.1	WRNexo-PC 
ENSEBLP00005000238.1	beat-IIa-PB 
ENSEBLP00005000250.1	beat-IIa-PB 
ENSEBLP00005000255.1	beat-IIa-PB 
ENSEBLP00005000286.1	CG9667-PA 
ENSEBLP00005000293.1	CG9667-PA 
ENSEBLP00005000039.1	CG31251-PA 
ENSEBLP00005000063.1	CG1139-PA 
ENSEBLP00005000070.1	CG1139-PA 
ENSEBLP00005000103.1	CG7655-PA 
ENSEBLP00005000154.1	SuUR-PA 
ENSEBLP00005000157.1	SuUR-PA 
ENSEBLP00005000164.1	SuUR-PA 
ENSEBLP00005000209.1	CG6310-PA 
ENSEBLP00005000247.1	CG43693-PG 
ENSEBLP00005000259.1	CG43693-PB 
ENSEBLP00005000262.1	CG43693-PB 
ENSEBLP00005000272.1	CG43693-PB 
ENSEBLP00005000295.1	CG7888-PB 
ENSEBLP00005000311.1	CG7888-PB 
ENSEBLP00005013555.1	Acp1-PA 
ENSEBLP00005013563.1	Acp1-PA 
ENSEBLP00005013568.1	Acp1-PA 
ENSEBLP00005013586.1	CG13794-PA 
ENSEBLP00005013592.1	CG13795-PC 
ENSEBLP00005013617.1	CG13795-PC 
ENSEBLP00005013653.1	CG13796-PD 
ENSEBLP00005013659.1	CG31904-PB 
ENSEBLP00005013668.1	CG13796-PD 
ENSEBLP00005013675.1	CG13796-PD 
ENSEBLP00005013706.1	CG4267-PB 
ENSEBLP00005013711.1	CG4267-PB 
ENSEBLP00005013721.1	CG4267-PB 
ENSEBLP00005013736.1	CG13794-PA 
ENSEBLP00005013754.1	CG13795-PC 
ENSEBLP00005013792.1	CG13795-PC 
ENSEBLP00005013810.1	CG13795-PC 
ENSEBLP00005013825.1	Acp1-PA 
ENSEBLP00005013853.1	Acp1-PA 
ENSEBLP00005013868.1	CG13794-PA 
ENSEBLP00005013883.1	CG4267-PB 
ENSEBLP00005013914.1	CG13795-PC 
ENSEBLP00005013936.1	CG7203-PC 
ENSEBLP00005013959.1	CG13794-PA 
ENSEBLP00005013968.1	CG13794-PA 
ENSEBLP00005013990.1	CG13795-PC 
ENSEBLP00005013996.1	CG13795-PC 
ENSEBLP00005014045.1	CG13794-PA 
ENSEBLP00005014051.1	CG13794-PA 
ENSEBLP00005014055.1	CG13794-PA 
ENSEBLP00005014071.1	Acp1-PA 
ENSEBLP00005014092.1	CG13795-PC 
ENSEBLP00005014111.1	Acp1-PA 
ENSEBLP00005014126.1	CG13794-PA 
ENSEBLP00005014139.1	Acp1-PA 
ENSEBLP00005014159.1	CG7214-PA 
ENSEBLP00005014164.1	CG7214-PA 
ENSEBLP00005003294.1	CG34354-PD 
ENSEBLP00005028615.1	Ugt36D1-PD 
ENSEBLP00005028623.1	Ugt36D1-PD 
ENSEBLP00005028633.1	Ugt36D1-PD 
ENSEBLP00005028645.1	CG5177-PB 
ENSEBLP00005028661.1	CG3652-PA 
ENSEBLP00005028696.1	CG10600-PB 
ENSEBLP00005028725.1	Ugt36A1-PB 
ENSEBLP00005028760.1	CG5160-PB 
ENSEBLP00005028767.1	CG5160-PB 
ENSEBLP00005028773.1	CG5160-PB 
ENSEBLP00005028776.1	CG5160-PB 
ENSEBLP00005028791.1	Ugt36F1-PB 
ENSEBLP00005028803.1	Ugt36F1-PB 
ENSEBLP00005028841.1	Ugt36D1-PD 
ENSEBLP00005028847.1	Ugt36D1-PD 
ENSEBLP00005028855.1	Ugt36D1-PD 
ENSEBLP00005028866.1	Ugt36D1-PD 
ENSEBLP00005028881.1	Ugt36D1-PD 
ENSEBLP00005028913.1	Ugt36D1-PD 
ENSEBLP00005028920.1	Ugt36D1-PD 
ENSEBLP00005028965.1	CG5171-PD 
ENSEBLP00005028972.1	CG5171-PD 
ENSEBLP00005028983.1	CG5171-PD 
ENSEBLP00005028990.1	CG5171-PF 
ENSEBLP00005029013.1	Ugt36D1-PD 
ENSEBLP00005029018.1	Ugt36D1-PD 
ENSEBLP00005029023.1	Ugt36D1-PD 
ENSEBLP00005029044.1	ScpX-PA 
ENSEBLP00005029057.1	ScpX-PA 
ENSEBLP00005029091.1	Tps1-PA 
ENSEBLP00005029098.1	Tps1-PA 
ENSEBLP00005029126.1	GNBP3-PA 
ENSEBLP00005008392.1	hh-PB 
ENSEBLP00005008398.1	hh-PB 
ENSEBLP00005008533.1	Invadolysin-PA 
ENSEBLP00005008545.1	Invadolysin-PA 
ENSEBLP00005008552.1	Invadolysin-PA 
ENSEBLP00005008561.1	Invadolysin-PA 
ENSEBLP00005008593.1	Burs-PA 
ENSEBLP00005008609.1	CG31198-PA 
ENSEBLP00005008684.1	RhoGAPp190-PF 
ENSEBLP00005008691.1	RhoGAPp190-PD 
ENSEBLP00005008699.1	RhoGAPp190-PD 
ENSEBLP00005008710.1	RhoGAPp190-PF 
ENSEBLP00005008724.1	RhoGAPp190-PF 
ENSEBLP00005008743.1	RhoGAPp190-PE 
ENSEBLP00005008751.1	RhoGAPp190-PF 
ENSEBLP00005008761.1	RhoGAPp190-PF 
ENSEBLP00005008770.1	RhoGAPp190-PD 
ENSEBLP00005008838.1	by-PC 
ENSEBLP00005008849.1	by-PC 
ENSEBLP00005008861.1	by-PC 
ENSEBLP00005008874.1	by-PC 
ENSEBLP00005008979.1	CG3548-PA 
ENSEBLP00005008981.1	CG3548-PA 
ENSEBLP00005008992.1	CG3548-PA 
ENSEBLP00005009033.1	mthl15-PC 
ENSEBLP00005009070.1	CG12253-PA 
ENSEBLP00005001117.1	CG43446-PA 
ENSEBLP00005001196.1	meigo-PB 
ENSEBLP00005001200.1	meigo-PB 
ENSEBLP00005001205.1	meigo-PB 
ENSEBLP00005001317.1	Fer1-PA 
ENSEBLP00005001324.1	Fer1-PA 
ENSEBLP00005026693.1	Arc2-PA 
ENSEBLP00005026707.1	cDIP-PA 
ENSEBLP00005026763.1	Snmp1-PB 
ENSEBLP00005026779.1	Snmp1-PB 
ENSEBLP00005026800.1	SNF4Agamma-PA 
ENSEBLP00005026809.1	SNF4Agamma-PA 
ENSEBLP00005026819.1	SNF4Agamma-PF 
ENSEBLP00005026825.1	SNF4Agamma-PF 
ENSEBLP00005026837.1	CG9641-PB 
ENSEBLP00005027344.1	Oseg5-PB 
ENSEBLP00005027384.1	Tep2-PG 
ENSEBLP00005027403.1	CG9331-PK 
ENSEBLP00005027428.1	Tep2-PG 
ENSEBLP00005027450.1	CG31673-PA 
ENSEBLP00005027455.1	CG31673-PA 
ENSEBLP00005027479.1	CG9331-PK 
ENSEBLP00005027496.1	CG31676-PB 
ENSEBLP00005027521.1	Tep2-PB 
ENSEBLP00005027557.1	Tep2-PA 
ENSEBLP00005027568.1	Tep2-PB 
ENSEBLP00005027575.1	Tep2-PB 
ENSEBLP00005027603.1	CG9331-PL 
ENSEBLP00005027616.1	CG9331-PK 
ENSEBLP00005027660.1	twit-PA 
ENSEBLP00005027665.1	twit-PA 
ENSEBLP00005002063.1	Scp1-PB 
ENSEBLP00005002073.1	Scp1-PB 
ENSEBLP00005002117.1	btv-PD 
ENSEBLP00005002137.1	btv-PD 
ENSEBLP00005002175.1	CG5674-PD 
ENSEBLP00005002188.1	CG5674-PD 
ENSEBLP00005019986.1	CG4511-PB 
ENSEBLP00005020009.1	Orp8-PM 
ENSEBLP00005020017.1	Orp8-PM 
ENSEBLP00005020044.1	CG1213-PD 
ENSEBLP00005020050.1	CG1213-PD 
ENSEBLP00005020057.1	CG1213-PD 
ENSEBLP00005020074.1	CG1213-PD 
ENSEBLP00005020120.1	CG1213-PD 
ENSEBLP00005020129.1	CG1213-PD 
ENSEBLP00005020136.1	CG1213-PD 
ENSEBLP00005020143.1	CG1213-PD 
ENSEBLP00005020166.1	CG1213-PD 
ENSEBLP00005020202.1	Vps13B-PA 
ENSEBLP00005020216.1	Vps13B-PA 
ENSEBLP00005020250.1	CG1208-PB 
ENSEBLP00005020253.1	CG1208-PB 
ENSEBLP00005020258.1	CG1208-PC 
ENSEBLP00005020265.1	CG1208-PB 
ENSEBLP00005020298.1	CG1213-PD 
ENSEBLP00005020305.1	CG1213-PD 
ENSEBLP00005020322.1	CG1213-PD 
ENSEBLP00005020332.1	CG1213-PD 
ENSEBLP00005020352.1	glob2-PC 
ENSEBLP00005020365.1	kuk-PC 
ENSEBLP00005020381.1	CG1213-PD 
ENSEBLP00005020404.1	CG1213-PD 
ENSEBLP00005016426.1	Galk-PD 
