#Query	BLAST hit 1
ENSEBLP00000002056.1	 RpL7-like-PC 
ENSEBLP00000001596.1	 RhoGEF2-PG 
ENSEBLP00000001597.1	 Lis-1-PG 
ENSEBLP00000001598.1	 CG3841-PB 
ENSEBLP00000001599.1	 siz-PC 
ENSEBLP00000001600.1	 ND-42-PC 
ENSEBLP00000001601.1	 AGO1-PD 
ENSEBLP00000001602.1	 siz-PD 
ENSEBLP00000001603.1	 Mpp6-PB 
ENSEBLP00000001604.1	 CG31436-PA 
ENSEBLP00000001605.1	 RhoGEF2-PD 
ENSEBLP00000001606.1	 Lis-1-PG 
ENSEBLP00000001607.1	 AGO1-PD 
ENSEBLP00000001608.1	 H2.0-PA 
ENSEBLP00000001609.1	 CG32447-PB 
ENSEBLP00000001610.1	  
ENSEBLP00000001611.1	 Lis-1-PG 
ENSEBLP00000001612.1	 AGO1-PD 
ENSEBLP00000001613.1	 CG32447-PB 
ENSEBLP00000001614.1	 RhoGEF2-PE 
ENSEBLP00000001615.1	 H2.0-PA 
ENSEBLP00000001616.1	 mub-PN 
ENSEBLP00000001617.1	 eater-PC 
ENSEBLP00000001618.1	 Ir94e-PA 
ENSEBLP00000001619.1	  
ENSEBLP00000001620.1	 CG32447-PD 
ENSEBLP00000001621.1	  
ENSEBLP00000001623.1	 CG14187-PB 
ENSEBLP00000001624.1	 mub-PD 
ENSEBLP00000001622.1	 RhoGEF2-PD 
ENSEBLP00000001625.1	 RpL31-PB 
ENSEBLP00000001626.1	 CG14142-PB 
ENSEBLP00000001627.1	 mub-PK 
ENSEBLP00000001628.1	 Clc-PD 
ENSEBLP00000001629.1	 Dhc1-PD 
ENSEBLP00000001630.1	 RhoGEF2-PG 
ENSEBLP00000001631.1	 mub-PD 
ENSEBLP00000001632.1	 Apt1-PC 
ENSEBLP00000001633.1	  
ENSEBLP00000001634.1	 mub-PN 
ENSEBLP00000001635.1	  
ENSEBLP00000001636.1	 Apt1-PC 
ENSEBLP00000001637.1	 CG12680-PC 
ENSEBLP00000001638.1	 CG2865-PB 
ENSEBLP00000001639.1	 Sf3a2-PA 
ENSEBLP00000001640.1	 Treh-PF 
ENSEBLP00000001641.1	 CG10713-PA 
ENSEBLP00000001642.1	 Dhc1-PF 
ENSEBLP00000001643.1	 edin-PA 
ENSEBLP00000001644.1	 Treh-PF 
ENSEBLP00000001645.1	 CG2865-PB 
ENSEBLP00000001646.1	 CG10713-PA 
ENSEBLP00000001647.1	 sff-PA 
ENSEBLP00000001648.1	 side-VIII-PE 
ENSEBLP00000001649.1	 Treh-PG 
ENSEBLP00000001650.1	 PheRS-m-PA 
ENSEBLP00000001651.1	 Dhc1-PD 
ENSEBLP00000001652.1	 CG13016-PA 
ENSEBLP00000001653.1	 NiPp1-PA 
ENSEBLP00000001654.1	 CG7365-PB 
ENSEBLP00000001655.1	 CG14050-PB 
ENSEBLP00000001656.1	 Treh-PG 
ENSEBLP00000001657.1	 CG30383-PA 
ENSEBLP00000001658.1	  
ENSEBLP00000001659.1	 side-VIII-PD 
ENSEBLP00000001660.1	 sns-PA 
ENSEBLP00000001661.1	 CG14050-PB 
ENSEBLP00000001662.1	 NiPp1-PA 
ENSEBLP00000001663.1	 CG9368-PA 
ENSEBLP00000001664.1	 CG7365-PB 
ENSEBLP00000001666.1	 dsx-PD 
ENSEBLP00000001665.1	 Dhc1-PG 
ENSEBLP00000001667.1	  
ENSEBLP00000001668.1	 sns-PA 
ENSEBLP00000001669.1	 Treh-PF 
ENSEBLP00000001670.1	 CG13016-PA 
ENSEBLP00000001671.1	 side-VIII-PD 
ENSEBLP00000001672.1	 NiPp1-PA 
ENSEBLP00000001673.1	 Treh-PF 
ENSEBLP00000001674.1	  
ENSEBLP00000001675.1	 Nab2-PA 
ENSEBLP00000001676.1	 Obp56h-PB 
ENSEBLP00000001677.1	 Zip71B-PC 
ENSEBLP00000001678.1	  
ENSEBLP00000001679.1	 Pex13-PA 
ENSEBLP00000001680.1	 sns-PB 
ENSEBLP00000001681.1	 Dhc1-PG 
ENSEBLP00000001682.1	 18w-PA 
ENSEBLP00000001683.1	 CG7747-PA 
ENSEBLP00000001684.1	 side-VIII-PD 
ENSEBLP00000001685.1	 Obp56h-PB 
ENSEBLP00000001686.1	  
ENSEBLP00000001687.1	 side-VIII-PE 
ENSEBLP00000001689.1	 18w-PA 
ENSEBLP00000001688.1	 Nab2-PA 
ENSEBLP00000001690.1	 unc-45-PB 
ENSEBLP00000001691.1	 Dhc1-PD 
ENSEBLP00000001692.1	 cag-PB 
ENSEBLP00000001693.1	  
ENSEBLP00000001694.1	  
ENSEBLP00000001695.1	 side-VIII-PD 
ENSEBLP00000001696.1	 sns-PC 
ENSEBLP00000001697.1	 Wbp2-PF 
ENSEBLP00000001698.1	  
ENSEBLP00000001699.1	  
ENSEBLP00000001701.1	 Rpn1-PA 
ENSEBLP00000001700.1	 Wbp2-PF 
ENSEBLP00000001702.1	 Ir94d-PA 
ENSEBLP00000001703.1	  
ENSEBLP00000001704.1	 Unc50-PA 
ENSEBLP00000001705.1	 Dhc1-PE 
ENSEBLP00000001706.1	 sns-PA 
ENSEBLP00000001707.1	 Rpn1-PA 
ENSEBLP00000001708.1	 Wbp2-PF 
ENSEBLP00000001709.1	 Wbp2-PF 
ENSEBLP00000001710.1	 CG1416-PC 
ENSEBLP00000001711.1	 Ufd1-PA 
ENSEBLP00000001712.1	 Muc26B-PA 
ENSEBLP00000001713.1	 Gle1-PA 
ENSEBLP00000001714.1	 sns-PA 
ENSEBLP00000001715.1	 eIF3b-PA 
ENSEBLP00000001716.1	 CG44837-PD 
ENSEBLP00000001717.1	  
ENSEBLP00000001718.1	 Ufd1-PA 
ENSEBLP00000001719.1	 Ir94e-PA 
ENSEBLP00000001720.1	 drk-PD 
ENSEBLP00000001721.1	 CG44837-PD 
ENSEBLP00000001722.1	 CG14568-PA 
ENSEBLP00000001723.1	 CG32856-PB 
ENSEBLP00000001724.1	 drk-PD 
ENSEBLP00000001725.1	 eIF3b-PA 
ENSEBLP00000001726.1	 CG9394-PB 
ENSEBLP00000001727.1	  
ENSEBLP00000001729.1	 CG44837-PD 
ENSEBLP00000001728.1	  
ENSEBLP00000001730.1	 CG8004-PA 
ENSEBLP00000001731.1	  
ENSEBLP00000001732.1	  
ENSEBLP00000001733.1	  
ENSEBLP00000001734.1	  
ENSEBLP00000001735.1	  
ENSEBLP00000001736.1	 GPHR-PA 
ENSEBLP00000001737.1	  
ENSEBLP00000001738.1	 Cpr50Cb-PA 
ENSEBLP00000001739.1	 CCT7-PA 
ENSEBLP00000001740.1	  
ENSEBLP00000001741.1	  
ENSEBLP00000001743.1	 CG6996-PC 
ENSEBLP00000001742.1	 Rpn13-PE 
ENSEBLP00000001744.1	 CG42741-PA 
ENSEBLP00000001745.1	 CG1142-PA 
ENSEBLP00000001746.1	  
ENSEBLP00000001747.1	 POSH-PA 
ENSEBLP00000001748.1	 Rpn13-PE 
ENSEBLP00000001749.1	  
ENSEBLP00000001750.1	 CG10565-PB 
ENSEBLP00000001752.1	 CG1142-PA 
ENSEBLP00000001751.1	 Obp56a-PA 
ENSEBLP00000001753.1	 POSH-PA 
ENSEBLP00000001754.1	  
ENSEBLP00000001755.1	 TfIIEalpha-PA 
ENSEBLP00000001756.1	 CG32813-PO 
ENSEBLP00000001757.1	 Sgf11-PB 
ENSEBLP00000001758.1	 EndoGI-PC 
ENSEBLP00000001759.1	  
ENSEBLP00000001760.1	 Naa20A-PB 
ENSEBLP00000001761.1	 eg-PA 
ENSEBLP00000001762.1	 loaf-PG 
ENSEBLP00000001763.1	 Sgf11-PB 
ENSEBLP00000001764.1	 TfIIEalpha-PA 
ENSEBLP00000001765.1	 Obp56h-PB 
ENSEBLP00000001766.1	 Hsp110-PH 
ENSEBLP00000001767.1	 TfIIEalpha-PA 
ENSEBLP00000001768.1	 Obp56h-PB 
ENSEBLP00000001769.1	 loaf-PG 
ENSEBLP00000001770.1	 Naa20A-PD 
ENSEBLP00000001771.1	 Fen1-PA 
ENSEBLP00000001772.1	 loaf-PG 
ENSEBLP00000001773.1	 Naa20A-PB 
ENSEBLP00000001774.1	 Obp56h-PB 
ENSEBLP00000001775.1	 CG5466-PA 
ENSEBLP00000001776.1	 Hsp110-PI 
ENSEBLP00000001777.1	 Pka-C3-PA 
ENSEBLP00000001778.1	 Fen1-PA 
ENSEBLP00000001779.1	 CG42674-PF 
ENSEBLP00000001780.1	  
ENSEBLP00000001781.1	 Mes2-PB 
ENSEBLP00000001782.1	 CG5466-PA 
ENSEBLP00000001783.1	 CHKov1-PE 
ENSEBLP00000001784.1	  
ENSEBLP00000001785.1	 CG42674-PF 
ENSEBLP00000001786.1	  
ENSEBLP00000001787.1	 CBP-PA 
ENSEBLP00000001788.1	 Gr33a-PA 
ENSEBLP00000001789.1	 CHKov1-PE 
ENSEBLP00000001790.1	 CG42674-PF 
ENSEBLP00000001791.1	 CG5466-PA 
ENSEBLP00000001792.1	 mAChR-A-PB 
ENSEBLP00000001793.1	  
ENSEBLP00000001794.1	 Muc12Ea-PC 
ENSEBLP00000001795.1	 CG11279-PC 
ENSEBLP00000001796.1	  
ENSEBLP00000001797.1	 CG42674-PF 
ENSEBLP00000001798.1	 temp-PB 
ENSEBLP00000001799.1	 Plp-PC 
ENSEBLP00000001800.1	 CG14770-PA 
ENSEBLP00000001801.1	 Lamtor1-PB 
ENSEBLP00000001802.1	  
ENSEBLP00000001803.1	 Or24a-PB 
ENSEBLP00000001804.1	 Lsp1alpha-PA 
ENSEBLP00000001805.1	 GramD1B-PE 
ENSEBLP00000001806.1	  
ENSEBLP00000001807.1	 Plp-PF 
ENSEBLP00000001808.1	 dpr15-PB 
ENSEBLP00000001809.1	 GramD1B-PE 
ENSEBLP00000001810.1	 CG6426-PA 
ENSEBLP00000001811.1	 RYa-R-PA 
ENSEBLP00000001812.1	 CHKov1-PE 
ENSEBLP00000001813.1	 CG6225-PB 
ENSEBLP00000001814.1	 CG3548-PA 
ENSEBLP00000001815.1	 mRpL41-PA 
ENSEBLP00000001816.1	 CG14568-PA 
ENSEBLP00000001817.1	 CG10038-PB 
ENSEBLP00000001818.1	 dpr15-PB 
ENSEBLP00000001819.1	  
ENSEBLP00000001820.1	 RYa-R-PA 
ENSEBLP00000001821.1	 Or74a-PA 
ENSEBLP00000001822.1	 CG10038-PB 
ENSEBLP00000001823.1	 GramD1B-PE 
ENSEBLP00000001824.1	 Plp-PL 
ENSEBLP00000001825.1	 mAChR-C-PA 
ENSEBLP00000001827.1	 CG6225-PB 
ENSEBLP00000001826.1	  
ENSEBLP00000001828.1	 EloA-PA 
ENSEBLP00000001829.1	  
ENSEBLP00000001830.1	 CG10038-PB 
ENSEBLP00000001831.1	 CHKov1-PE 
ENSEBLP00000001832.1	 GramD1B-PE 
ENSEBLP00000001834.1	  
ENSEBLP00000001833.1	 Plp-PG 
ENSEBLP00000001835.1	 GramD1B-PE 
ENSEBLP00000001836.1	 PIG-V-PC 
ENSEBLP00000001837.1	 CG13373-PB 
ENSEBLP00000001838.1	 CHKov1-PE 
ENSEBLP00000001839.1	  
ENSEBLP00000001840.1	 CG7611-PJ 
ENSEBLP00000001841.1	 Jhbp7-PA 
ENSEBLP00000001842.1	 Adf1-PB 
ENSEBLP00000001843.1	 CHKov1-PE 
ENSEBLP00000001844.1	 CG14079-PA 
ENSEBLP00000001845.1	  
ENSEBLP00000001846.1	  
ENSEBLP00000001847.1	 Muc11A-PB 
ENSEBLP00000001849.1	 Adf1-PB 
ENSEBLP00000001848.1	 CG7611-PJ 
ENSEBLP00000001850.1	 fy-PB 
ENSEBLP00000001851.1	 CG14079-PA 
ENSEBLP00000001852.1	 CG7611-PJ 
ENSEBLP00000001853.1	 P5CS-PB 
ENSEBLP00000001854.1	 Ir94e-PA 
ENSEBLP00000001855.1	  
ENSEBLP00000001856.1	 CG7841-PB 
ENSEBLP00000001857.1	  
ENSEBLP00000001858.1	 P5CS-PB 
ENSEBLP00000001859.1	 Rab35-PB 
ENSEBLP00000001860.1	  
ENSEBLP00000001861.1	 CG7841-PB 
ENSEBLP00000001862.1	 Toll-9-PB 
ENSEBLP00000001863.1	 Trl-PI 
ENSEBLP00000001864.1	 CG11550-PA 
ENSEBLP00000001865.1	 CG7841-PB 
ENSEBLP00000001866.1	 Rab35-PB 
ENSEBLP00000001867.1	 Toll-9-PB 
ENSEBLP00000001868.1	 Cyp313a4-PA 
ENSEBLP00000001869.1	  
ENSEBLP00000001870.1	 Rgk2-PA 
ENSEBLP00000001871.1	 Rab35-PB 
ENSEBLP00000001872.1	  
ENSEBLP00000001873.1	 CG11550-PA 
ENSEBLP00000001875.1	 CG15435-PB 
ENSEBLP00000001874.1	 Cyp313a4-PA 
ENSEBLP00000001876.1	  
ENSEBLP00000001877.1	 Rgk2-PC 
ENSEBLP00000001878.1	 CG11550-PA 
ENSEBLP00000001879.1	 Ir41a-PC 
ENSEBLP00000001880.1	  
ENSEBLP00000001881.1	 CG15435-PB 
ENSEBLP00000001882.1	 CG11570-PC 
ENSEBLP00000001883.1	 ArfGAP3-PH 
ENSEBLP00000001884.1	 Rgk2-PC 
ENSEBLP00000001885.1	 Lrpprc2-PA 
ENSEBLP00000001886.1	 CG15435-PB 
ENSEBLP00000001887.1	 Obp56a-PA 
ENSEBLP00000001888.1	 mRpL15-PA 
ENSEBLP00000001889.1	 robo3-PA 
ENSEBLP00000001890.1	 CG7656-PE 
ENSEBLP00000001891.1	 Obp56a-PA 
ENSEBLP00000001892.1	 Sox21a-PA 
ENSEBLP00000001893.1	 TrpRS-m-PB 
ENSEBLP00000001894.1	  
ENSEBLP00000001895.1	 robo3-PA 
ENSEBLP00000001896.1	 CG17364-PF 
ENSEBLP00000001897.1	 futsch-PF 
ENSEBLP00000001898.1	 Cpr50Ca-PA 
ENSEBLP00000001899.1	 TrpRS-m-PB 
ENSEBLP00000001900.1	 eIF3c-PB 
ENSEBLP00000001901.1	 Ir94d-PA 
ENSEBLP00000001902.1	 CG10527-PA 
ENSEBLP00000001903.1	  
ENSEBLP00000001904.1	 CG17364-PF 
ENSEBLP00000001905.1	 Hip1-PA 
ENSEBLP00000001906.1	 futsch-PF 
ENSEBLP00000001907.1	 TrpRS-m-PB 
ENSEBLP00000001908.1	 nuf-PM 
ENSEBLP00000001909.1	 Hip1-PA 
ENSEBLP00000001910.1	 eIF3c-PB 
ENSEBLP00000001911.1	 nuf-PK 
ENSEBLP00000001912.1	 fus-PG 
ENSEBLP00000001913.1	 CG6426-PA 
ENSEBLP00000001914.1	 Hsc70-4-PG 
ENSEBLP00000001915.1	 CG13247-PC 
ENSEBLP00000001916.1	 Ance-4-PA 
ENSEBLP00000001917.1	 nuf-PF 
ENSEBLP00000001918.1	 Hsc70-4-PG 
ENSEBLP00000001919.1	 wds-PB 
ENSEBLP00000001920.1	 CG13247-PC 
ENSEBLP00000001921.1	 CG3902-PA 
ENSEBLP00000001923.1	  
ENSEBLP00000001922.1	 Sc2-PA 
ENSEBLP00000001924.1	 CCT8-PA 
ENSEBLP00000001925.1	 CG13247-PC 
ENSEBLP00000001926.1	 nuf-PL 
ENSEBLP00000001927.1	 Ocho-PB 
ENSEBLP00000001928.1	 CG42671-PJ 
ENSEBLP00000001929.1	 Sc2-PA 
ENSEBLP00000001930.1	 CG13247-PC 
ENSEBLP00000001931.1	 ValRS-PA 
ENSEBLP00000001932.1	  
ENSEBLP00000001933.1	 CG30338-PA 
ENSEBLP00000001934.1	 nuf-PH 
ENSEBLP00000001935.1	 Pits-PC 
ENSEBLP00000001936.1	 Sc2-PA 
ENSEBLP00000001937.1	 CG42671-PH 
ENSEBLP00000001938.1	 CG43446-PB 
ENSEBLP00000001939.1	 CG33640-PB 
ENSEBLP00000001940.1	  
ENSEBLP00000001941.1	 Sc2-PA 
ENSEBLP00000001942.1	 CG42671-PH 
ENSEBLP00000001943.1	 ValRS-PA 
ENSEBLP00000001944.1	 Pits-PC 
ENSEBLP00000001945.1	 nuf-PL 
ENSEBLP00000001946.1	 TTLL3B-PB 
ENSEBLP00000001947.1	 CG42671-PJ 
ENSEBLP00000001948.1	 TTLL3B-PB 
ENSEBLP00000001949.1	 CG12594-PB 
ENSEBLP00000001950.1	 RpL10Ab-PA 
ENSEBLP00000001951.1	 nuf-PL 
ENSEBLP00000001952.1	  
ENSEBLP00000001953.1	 CG14817-PB 
ENSEBLP00000001954.1	  
ENSEBLP00000001955.1	 RpL10Ab-PA 
ENSEBLP00000001956.1	  
ENSEBLP00000001957.1	 nuf-PL 
ENSEBLP00000001958.1	 CG12594-PB 
ENSEBLP00000001959.1	 CG15625-PA 
ENSEBLP00000001960.1	  
ENSEBLP00000001961.1	 nuf-PH 
ENSEBLP00000001962.1	 CG15625-PA 
ENSEBLP00000001963.1	  
ENSEBLP00000001964.1	  
ENSEBLP00000001965.1	  
ENSEBLP00000001966.1	 Polr3D-PA 
ENSEBLP00000001967.1	  
ENSEBLP00000001968.1	 Polr3D-PA 
ENSEBLP00000001969.1	  
ENSEBLP00000001970.1	  
ENSEBLP00000001971.1	 Ripalpha-PA 
ENSEBLP00000001972.1	 Impbeta11-PA 
ENSEBLP00000001973.1	 Rgl-PE 
ENSEBLP00000001974.1	 CG4287-PB 
ENSEBLP00000001975.1	 Myo61F-PA 
ENSEBLP00000001976.1	 Polr3D-PA 
ENSEBLP00000001977.1	 CG4287-PB 
ENSEBLP00000001978.1	 Impbeta11-PA 
ENSEBLP00000001979.1	 Ripalpha-PA 
ENSEBLP00000001980.1	 Rgl-PA 
ENSEBLP00000001981.1	 CG1571-PA 
ENSEBLP00000001982.1	 Oct-TyrR-PB 
ENSEBLP00000001983.1	 Myo61F-PA 
ENSEBLP00000001984.1	 Polr3D-PA 
ENSEBLP00000001985.1	 Impbeta11-PA 
ENSEBLP00000001986.1	 Oct-TyrR-PB 
ENSEBLP00000001987.1	 Myo61F-PA 
ENSEBLP00000001988.1	 Rsbp15-PA 
ENSEBLP00000001989.1	  
ENSEBLP00000001990.1	 Rgl-PE 
ENSEBLP00000001991.1	 Ten-m-PE 
ENSEBLP00000001992.1	  
ENSEBLP00000001993.1	 Myo61F-PA 
ENSEBLP00000001994.1	 Rgl-PC 
ENSEBLP00000001995.1	  
ENSEBLP00000001996.1	  
ENSEBLP00000001997.1	 CG4835-PB 
ENSEBLP00000001998.1	 pds5-PB 
ENSEBLP00000001999.1	 bru3-PH 
ENSEBLP00000002000.1	 Det-PA 
ENSEBLP00000002001.1	 Ten-m-PE 
ENSEBLP00000002002.1	  
ENSEBLP00000002003.1	 vers-PA 
ENSEBLP00000002004.1	 CG32573-PC 
ENSEBLP00000002005.1	 pds5-PB 
ENSEBLP00000002006.1	  
ENSEBLP00000002007.1	 bru3-PH 
ENSEBLP00000002008.1	 CG10383-PB 
ENSEBLP00000002009.1	 vers-PA 
ENSEBLP00000002010.1	 SAK-PA 
ENSEBLP00000002011.1	 bru3-PG 
ENSEBLP00000002012.1	 CG6472-PB 
ENSEBLP00000002013.1	 bru3-PH 
ENSEBLP00000002014.1	 tra2-PE 
ENSEBLP00000002015.1	 CG34244-PB 
ENSEBLP00000002016.1	 CG11474-PC 
ENSEBLP00000002017.1	 Plod-PB 
ENSEBLP00000002018.1	 CG34396-PD 
ENSEBLP00000002019.1	 bru3-PH 
ENSEBLP00000002020.1	 CG9628-PC 
ENSEBLP00000002021.1	  
ENSEBLP00000002022.1	 CG6472-PB 
ENSEBLP00000002023.1	 Hml-PB 
ENSEBLP00000002024.1	 bru3-PG 
ENSEBLP00000002025.1	 viaf-PA 
ENSEBLP00000002026.1	 CG9628-PC 
ENSEBLP00000002027.1	 Plod-PB 
ENSEBLP00000002028.1	 viaf-PA 
ENSEBLP00000002029.1	 Obp56a-PA 
ENSEBLP00000002030.1	 CG42709-PD 
ENSEBLP00000002031.1	 CG9628-PC 
ENSEBLP00000002032.1	 pAbp-PA 
ENSEBLP00000002033.1	  
ENSEBLP00000002034.1	 RpS3A-PF 
ENSEBLP00000002035.1	 CG3156-PA 
ENSEBLP00000002036.1	 viaf-PA 
ENSEBLP00000002038.1	 CG31176-PA 
ENSEBLP00000002039.1	 CG3156-PA 
ENSEBLP00000002040.1	 pAbp-PA 
ENSEBLP00000002041.1	 CG31176-PA 
ENSEBLP00000002042.1	 COX5A-PC 
ENSEBLP00000002043.1	  
ENSEBLP00000002044.1	 CG3156-PA 
ENSEBLP00000002045.1	 Galphao-PH 
ENSEBLP00000002046.1	 pAbp-PA 
ENSEBLP00000002047.1	 CG8858-PA 
ENSEBLP00000002048.1	 CG1620-PB 
ENSEBLP00000002049.1	  
ENSEBLP00000002050.1	 CG32237-PA 
ENSEBLP00000002051.1	 Galphao-PH 
ENSEBLP00000002052.1	 CG3156-PA 
ENSEBLP00000002053.1	 RpL7-PB 
ENSEBLP00000002055.1	 CG13699-PA 
ENSEBLP00000002054.1	  
ENSEBLP00000002057.1	 CG1620-PB 
ENSEBLP00000002058.1	 RpL7-PB 
ENSEBLP00000002059.1	  
ENSEBLP00000002060.1	  
ENSEBLP00000002061.1	 Galphao-PH 
ENSEBLP00000002062.1	 Mtr3-PA 
ENSEBLP00000002064.1	 RpL17-PE 
ENSEBLP00000002065.1	 comm3-PE 
ENSEBLP00000002066.1	 Galphao-PH 
ENSEBLP00000002067.1	 Mtr3-PA 
ENSEBLP00000002068.1	  
ENSEBLP00000002069.1	 comm3-PC 
ENSEBLP00000002070.1	 fz-PC 
ENSEBLP00000002071.1	 Ir94e-PA 
ENSEBLP00000002073.1	 Mtr3-PA 
ENSEBLP00000002074.1	 cort-PB 
ENSEBLP00000002075.1	 comm3-PC 
ENSEBLP00000002076.1	 26-29-p-PA 
ENSEBLP00000002077.1	  
ENSEBLP00000002078.1	 fz-PC 
ENSEBLP00000002079.1	 26-29-p-PA 
ENSEBLP00000002081.1	 CG5742-PC 
ENSEBLP00000002082.1	 fz-PC 
ENSEBLP00000002080.1	 Pex14-PA 
ENSEBLP00000002083.1	 UQCR-14L-PA 
ENSEBLP00000002084.1	  
ENSEBLP00000002085.1	 dpr4-PB 
ENSEBLP00000002086.1	 Pex14-PA 
ENSEBLP00000002087.1	 spri-PI 
ENSEBLP00000002088.1	 CG13578-PA 
ENSEBLP00000002089.1	 dpr4-PB 
ENSEBLP00000002090.1	 spri-PF 
ENSEBLP00000002091.1	 UQCR-14L-PA 
ENSEBLP00000002093.1	 Ugt49B2-PD 
ENSEBLP00000002092.1	 Pex14-PA 
ENSEBLP00000002094.1	 spri-PM 
ENSEBLP00000002095.1	 spri-PO 
ENSEBLP00000002096.1	 Sdic2-PC 
ENSEBLP00000002099.1	 Klp54D-PB 
ENSEBLP00000002098.1	 Tab2-PB 
ENSEBLP00000002100.1	 Pldn-PB 
ENSEBLP00000002101.1	 CG6426-PA 
ENSEBLP00000002102.1	 Ehbp1-PB 
ENSEBLP00000002103.1	  
ENSEBLP00000002104.1	 Klp54D-PE 
ENSEBLP00000002105.1	 CG11406-PD 
ENSEBLP00000002106.1	 CG6426-PA 
ENSEBLP00000002107.1	 CG10822-PA 
ENSEBLP00000002108.1	 Ehbp1-PG 
ENSEBLP00000002109.1	 eRF1-PH 
ENSEBLP00000002110.1	 CG11406-PA 
ENSEBLP00000002111.1	 Cyp311a1-PB 
ENSEBLP00000002112.1	 CG11406-PA 
ENSEBLP00000002113.1	 CG10822-PA 
ENSEBLP00000002114.1	 Ehbp1-PF 
ENSEBLP00000002116.1	 eRF1-PG 
ENSEBLP00000002117.1	 CG11406-PA 
ENSEBLP00000002118.1	 CG6443-PA 
ENSEBLP00000002119.1	 CG13193-PA 
ENSEBLP00000002120.1	 CG42700-PF 
ENSEBLP00000002121.1	 pHCl-1-PN 
ENSEBLP00000002122.1	 ProRS-m-PA 
ENSEBLP00000002123.1	 eRF1-PH 
ENSEBLP00000002124.1	 Sld5-PA 
ENSEBLP00000002125.1	 Srpk79D-PJ 
ENSEBLP00000002126.1	  
ENSEBLP00000002127.1	 CG2915-PA 
ENSEBLP00000002128.1	 eRF1-PG 
ENSEBLP00000002130.1	 CG42342-PH 
ENSEBLP00000002129.1	 Tsp74F-PB 
ENSEBLP00000002131.1	 CG42700-PG 
ENSEBLP00000002132.1	 pHCl-1-PN 
ENSEBLP00000002133.1	 Srpk79D-PO 
ENSEBLP00000002134.1	 ProRS-m-PA 
ENSEBLP00000002135.1	 Clamp-PA 
ENSEBLP00000002136.1	 Ir56c-PA 
ENSEBLP00000002137.1	 CG42700-PF 
ENSEBLP00000002139.1	 Srpk79D-PH 
ENSEBLP00000002140.1	 pHCl-1-PO 
ENSEBLP00000002141.1	 ProRS-m-PA 
ENSEBLP00000002142.1	 Tsp74F-PB 
ENSEBLP00000002143.1	 Clamp-PA 
ENSEBLP00000002145.1	 CG42700-PG 
ENSEBLP00000002146.1	 CG14120-PA 
ENSEBLP00000002147.1	 Srpk79D-PF 
ENSEBLP00000002148.1	 Rchy1-PB 
ENSEBLP00000002149.1	 CG6726-PC 
ENSEBLP00000002150.1	 Tsp74F-PB 
ENSEBLP00000002151.1	 Clamp-PA 
ENSEBLP00000002152.1	 pHCl-1-PN 
ENSEBLP00000002153.1	 CG42700-PG 
ENSEBLP00000002154.1	 CG14120-PA 
ENSEBLP00000002155.1	  
ENSEBLP00000002156.1	 RpS12-PB 
ENSEBLP00000002157.1	 Tsp74F-PB 
ENSEBLP00000002158.1	 Hpd-PA 
ENSEBLP00000002160.1	 Idh3a-PD 
ENSEBLP00000002161.1	 Clamp-PA 
ENSEBLP00000002162.1	 Rchy1-PB 
ENSEBLP00000002164.1	 Tsp74F-PB 
ENSEBLP00000002165.1	 pHCl-1-PN 
ENSEBLP00000002166.1	 CG14478-PD 
ENSEBLP00000002167.1	 Clamp-PA 
ENSEBLP00000002168.1	 RpS12-PB 
ENSEBLP00000002169.1	 CG4617-PC 
ENSEBLP00000002170.1	 crol-PC 
ENSEBLP00000002171.1	 Hpd-PA 
ENSEBLP00000002172.1	 Idh3a-PD 
ENSEBLP00000002173.1	 Clamp-PA 
ENSEBLP00000002174.1	 pHCl-1-PN 
ENSEBLP00000002175.1	  
ENSEBLP00000002176.1	 dgrn-PD 
ENSEBLP00000002177.1	  
ENSEBLP00000002179.1	 CG34236-PC 
ENSEBLP00000002180.1	 CG10222-PB 
ENSEBLP00000002181.1	 Clamp-PA 
ENSEBLP00000002182.1	  
ENSEBLP00000002183.1	 CG4074-PD 
ENSEBLP00000002184.1	 Clamp-PA 
ENSEBLP00000002185.1	 mib1-PB 
ENSEBLP00000002186.1	 caly-PA 
ENSEBLP00000002188.1	 Ir94d-PA 
ENSEBLP00000002189.1	 sra-PB 
ENSEBLP00000002190.1	 Clamp-PA 
ENSEBLP00000002191.1	 HP1b-PB 
ENSEBLP00000002192.1	 Isha-PC 
ENSEBLP00000002193.1	 mib1-PB 
ENSEBLP00000002194.1	 IntS9-PA 
ENSEBLP00000002195.1	 Clamp-PA 
ENSEBLP00000002197.1	 sra-PB 
ENSEBLP00000002198.1	 IntS8-PA 
ENSEBLP00000002199.1	 HP1b-PB 
ENSEBLP00000002200.1	 Atf3-PC 
ENSEBLP00000002201.1	 mib1-PA 
ENSEBLP00000002202.1	  
ENSEBLP00000002204.1	 CREG-PC 
ENSEBLP00000002206.1	 mRpL53-PA 
ENSEBLP00000002207.1	 HP1b-PB 
ENSEBLP00000002208.1	 CREG-PD 
ENSEBLP00000002209.1	 Atf3-PC 
ENSEBLP00000002210.1	 eca-PA 
ENSEBLP00000002213.1	  
ENSEBLP00000002211.1	 mRpL53-PA 
ENSEBLP00000002214.1	 IntS8-PA 
ENSEBLP00000002215.1	 Ku80-PA 
ENSEBLP00000002217.1	 mRpL53-PA 
ENSEBLP00000002218.1	  
